round_epochs,val_loss,val_precision,val_recall,val_f1,val_accuracy,val_categorical_accuracy,loss,precision,recall,f1,accuracy,categorical_accuracy,model_type,embedding_dim,lstm_size,dense,embeddings_matrix_path,visualize_process,with_early_stoping,multistack_run,early_stopping,early_stopping_config__monitor,early_stopping_config__min_delta,early_stopping_config__patience,early_stopping_config__mode,embeddings_dropout,var_dropout,mlp_dropout,mlp_activation,rnn_activation,optimizer,batch_size,epochs
3,0.18055373816263107,0.9515207309949966,0.9314285715421041,0.9413151696750096,0.9612698549316043,0.9390476191611518,0.22516145471812918,0.9356516539320654,0.9091156461449708,0.9219432962832808,0.948843548995297,0.9235374151281759,keras_deep_LSTM_multi_model,300,200,300,embeddings-matrix-pickle,True,True,True,True,val_f1,0,5,max,0.2,0.6,0.2,softmax,relu,Adam,32,3
