round_epochs,val_loss,val_precision,val_recall,val_f1,val_accuracy,val_categorical_accuracy,loss,precision,recall,f1,accuracy,categorical_accuracy,model_type,embedding_dim,gru_size,dense,embeddings_matrix_path,visualize_process,with_early_stoping,multistack_run,early_stopping,early_stopping_config__monitor,early_stopping_config__min_delta,early_stopping_config__patience,early_stopping_config__mode,embeddings_dropout,var_dropout,mlp_dropout,mlp_activation,rnn_activation,optimizer,batch_size,epochs
8,nan,nan,nan,nan,0.0,0.05000000000851495,nan,nan,nan,nan,0.0,0.05000000000060821,keras_deep_BiGRU_model,300,200,300,embeddings-matrix-pickle,True,True,False,True,val_f1,0,5,max,0.2,0.6,0.2,softmax,relu,Nadam,32,10
