round_epochs,val_loss,val_precision,val_recall,val_f1,val_accuracy,val_categorical_accuracy,loss,precision,recall,f1,accuracy,categorical_accuracy,model_type,embedding_dim,lstm_size,dense,embeddings_matrix_path,visualize_process,with_early_stoping,multistack_run,early_stopping,early_stopping_config__monitor,early_stopping_config__min_delta,early_stopping_config__patience,early_stopping_config__mode,embeddings_dropout,var_dropout,mlp_dropout,mlp_activation,rnn_activation,optimizer,batch_size,epochs
10,0.6147428828307561,0.872153952053615,0.7642857144900731,0.8141458122389658,0.9826142841066633,0.8108571427209037,0.48062803679096455,0.893560794927636,0.7891836734401937,0.8376876486272228,0.984759175845555,0.8384897959086359,keras_deep_LSTM_model,300,200,300,embeddings-matrix-pickle,True,True,False,True,val_f1,0,5,max,0.2,0.2,0.2,softmax,tanh,Adam,64,10
