round_epochs,val_loss,val_precision,val_recall,val_f1,val_accuracy,val_categorical_accuracy,loss,precision,recall,f1,accuracy,categorical_accuracy,model_type,embedding_dim,gru_size,dense,embeddings_matrix_path,visualize_process,with_early_stoping,multistack_run,early_stopping,early_stopping_config__monitor,early_stopping_config__min_delta,early_stopping_config__patience,early_stopping_config__mode,embeddings_dropout,var_dropout,mlp_dropout,mlp_activation,rnn_activation,optimizer,batch_size,epochs
10,0.5932302953175136,0.8653684859275818,0.7968571429933821,0.8294249632017953,0.9836571091924395,0.8202857144219535,0.43310776121762334,0.8905173421587262,0.8205714285616972,0.8538340422085353,0.9859877264451008,0.8488979592323304,keras_deep_BiGRU_multi_model,300,200,300,embeddings-matrix-pickle,True,True,True,True,val_f1,0,5,max,0.2,0.6,0.2,softmax,tanh,Nadam,64,10
